library order	Biosample name	Vocabulary representative	DCC Experiment ID	DCC Library ID	DCC Biosample ID	Altius Aggregation ID	Altius Library ID	Altius Biosample ID	Replicate indicators	System	Subsystem	Organ	Biosample type	Biological state	Germ layer	Description 	Growth stage	Age	Sex	Ethnicity	Donor ID	Biosample protocol	Experiment protocol	Library kit method	Library cleanup	DNaseI units/mL	Amount Nucleic Acid (ng)	Nuclei count	Protease inhibitor	Library sequencing date	Reads used	DCC SPOT score	Per-biosample peaks	DHSs in Index
83	HRPEpiC		ENCSR000EON	ENCLB528ZZZ	ENCBS420ENC	AG4154	LN2562	DS12583	DS12568	Epithelial		Eye	Primary	Primary	Ectoderm	Retinal Pigment Epithelial	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	120	19.2			2009-10-05	27135564	0.7285	89282	89196
84	HCM		ENCSR000ENJ	ENCLB468ZZZ	ENCBS836NVG	AG4153	LN2563	DS12589	DS12599	Cardiovascular	Cardiac Muscle	Heart	Primary	Primary	Mesoderm	Cardiomyocytes	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	21.6			2009-10-06	27258654	0.5206	76455	76382
85	HCM		ENCSR000ENJ	ENCLB469ZZZ	ENCBS072ENC	AG4152	LN2565	DS12599	DS12589	Cardiovascular	Cardiac Muscle	Heart	Primary	Primary	Mesoderm	Cardiomyocytes	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	22.6			2009-10-06	220331341	0.7372	246855	246462
86	MCF7		ENCSR000EPJ	ENCLB553ZZZ	ENCBS748WRO	AG4151	LN2569	DS12619	DS9445	Integumentary		Mammary	Cancer	Cancer	Ectoderm	Breast carcinoma	Adult	69Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	53.6			2009-10-08	47888072	0.4483	105887	105715
87	fKidney		ENCSR106OKX	ENCLB557HQW	ENCBS585ZLO	AG9151	LN2574	DS12635		Renal		Kidney	Primary	Primary	Mesoderm	Kidney	Fetal	122D	U		H22676	Biosample protocol	Experiment protocol	PE	minElute	120	10.8			2009-10-09	25860256	0.4939	53649	53516
88	fLung		ENCSR214XJO	ENCLB571CRO	ENCBS673EEY	AG9150	LN2576	DS12646		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	122D	U		H22676	Biosample protocol	Experiment protocol	PE	minElute	160	10			2009-10-09	24258228	0.5004	62178	62086
89	Jurkat		ENCSR000EOS	ENCLB538ZZZ	ENCBS407ENC	AG4150	LN2578	DS12659	DS10681	Hematopoietic	T-cell	Blood	Cancer	Cancer	Mesoderm	T cell leukemia	Child	14Y	M			Biosample protocol	Experiment protocol	PE	minElute	120	12.7			2009-10-15	61699552	0.5032	97487	97364
90	HAEpiC		ENCSR000END	ENCLB457ZZZ	ENCBS401ENC	AG4149	LN2579	DS12663	DS12673	Epithelial		Amion	Primary	Primary	Primitive	Amniotic Epithelial	Fetal	18W	U			Biosample protocol	Experiment protocol	PE	minElute	120	7.9			2009-10-16	265284612	0.7389	281679	281326
91	HAEpiC		ENCSR000END	ENCLB458ZZZ	ENCBS605VPK	AG4148	LN2581	DS12673	DS12663	Epithelial		Amion	Primary	Primary	Primitive	Amniotic Epithelial	Fetal	18W	U			Biosample protocol	Experiment protocol	PE	minElute	120	11.2			2009-10-16	25750975	0.7343	83629	83569
92	HIPEpiC	Stromal B	ENCSR000ENT	ENCLB488ZZZ	ENCBS397ENC	AG4147	LN2583	DS12684	DS12689	Epithelial		Eye	Primary	Primary	Ectoderm	Iris Pigment Epithelial	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	9.5			2009-10-16	206359087	0.616	271863	271358
93	HIPEpiC		ENCSR000ENT	ENCLB489ZZZ	ENCBS430MWW	AG4146	LN2584	DS12689	DS12684	Epithelial		Eye	Primary	Primary	Ectoderm	Iris Pigment Epithelial	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	8.8			2009-10-16	33844905	0.5668	99626	99538
94	HEEpiC	Cancer / epithelial	ENCSR000ENN	ENCLB476ZZZ	ENCBS405ENC	AG4145	LN2613	DS12763	DS12768	Epithelial		Esophagus	Primary	Primary	Endoderm	Esophageal Epithelial	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	15.1			2009-10-23	265145031	0.6108	294674	294200
95	HEEpiC	Cancer / epithelial	ENCSR000ENN	ENCLB477ZZZ	ENCBS515HSH	AG4144	LN2614	DS12768	DS12763	Epithelial		Esophagus	Primary	Primary	Endoderm	Esophageal Epithelial	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	21.1			2009-10-23	25615600	0.5532	91114	91036
96	CD34		ENCSR122VUW	ENCLB477RGG	ENCBS162BYU	AG9149	LN2615	DS12771		Hematopoietic	Progenitor	Blood	Primary	Stem Cells	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	27Y	F	Cauc	RO 01480	Biosample protocol	Experiment protocol	PE	minElute	120	8.3				30377401	0.6194	80683	80564
97	CD34		ENCSR271QSV	ENCLB452ZNU	ENCBS321FUP	AG9148	LN2616	DS12774	DS14206	Hematopoietic	Progenitor	Blood	Primary	Stem Cells	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	39Y	M	Cauc	RO 01492	Biosample protocol	Experiment protocol	PE	minElute	120	4.5				7844210	0.5938	32637	32578
98	CD34		ENCSR320TUJ	ENCLB512LUR	ENCBS919HJT	AG9147	LN2617	DS12785		Hematopoietic	Progenitor	Blood	Primary	Stem Cells	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	50Y	F	Cauc	RO 01520	Biosample protocol	Experiment protocol	PE	minElute	120	6.6				8826203	0.5899	33926	33883
99	NHA		ENCSR000EPM	ENCLB559ZZZ	ENCBS021ENC	AG4143	LN2620	DS12800	DS12805	Nervous		Brain	Primary	Primary	Ectoderm	Astrocytes	Fetal	18W	U			Biosample protocol	Experiment protocol	PE	minElute	160	8.2			2009-10-30	196991675	0.5838	225711	225407
100	NHA		ENCSR000EPM	ENCLB560ZZZ	ENCBS052WQU	AG4142	LN2621	DS12805	DS12800	Nervous		Brain	Primary	Primary	Ectoderm	Astrocytes	Fetal	18W	U			Biosample protocol	Experiment protocol	PE	minElute	160	5.7			2009-10-30	22801322	0.5235	61707	61611
101	fHeart		ENCSR366EGE	ENCLB390ZAA	ENCBS289LTS	AG9146	LN2623	DS12810		Cardiovascular	Cardiac	Heart	Primary	Primary	Mesoderm	Heart	Fetal	101D	U		H22727	Biosample protocol	Experiment protocol	PE	minElute	80	18.9			2009-10-30	26386824	0.5764	62219	62040
102	fLung	Pulmonary devel.	ENCSR986XLW	ENCLB938EKV	ENCBS346SSH	AG9145	LN2625	DS12817		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	101D	U		H22727	Biosample protocol	Experiment protocol	PE	minElute	80	14.9			2009-10-30	23976447	0.6932	68001	67882
103	NHLF	Stromal B	ENCSR000EPR	ENCLB569ZZZ	ENCBS340AAA	AG4141	LN2632	DS12829	DS12834	Connective		Lung	Primary	Primary	Mesoderm	Lung Fibroblasts	Adult	31Y	M	Hisp		Biosample protocol	Experiment protocol	PE	minElute	120	8.8			2009-11-02	288918603	0.7161	293067	292691
104	NHLF		ENCSR000EPR	ENCLB570ZZZ	ENCBS936GPP	AG4140	LN2633	DS12834	DS12829	Connective		Lung	Primary	Primary	Mesoderm	Lung Fibroblasts	Adult	31Y	M	Hisp		Biosample protocol	Experiment protocol	PE	minElute	120	7.3			2009-11-02	27356341	0.5264	75542	75458
105	NHDF_Ad		ENCSR000EPO	ENCLB563ZZZ	ENCBS832YVM	AG4139	LN2641	DS12855	DS12863	Connective		Skin	Primary	Primary	Mesoderm	Dermal Fibroblasts	Adult	38Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	80	9.5			2009-11-03	41464229	0.7611	117837	117686
106	NHDF_Ad	Stromal B	ENCSR000EPO	ENCLB564ZZZ	ENCBS338AAA	AG4138	LN2643	DS12863	DS12855	Connective		Skin	Primary	Primary	Mesoderm	Dermal Fibroblasts	Adult	38Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	80	7.3			2009-11-03	230645579	0.7972	288094	287649
107	HPAEC		ENCSR000EOG	ENCLB514ZZZ	ENCBS320AAA	AG4137	LN2657	DS12916		Cardiovascular	Vascular	Heart	Primary	Primary	Mesoderm	Human Pulmonary Artery Endothelial Cells	Adult	60Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	120	13.3			2009-11-10	32147338	0.3038	56127	56042
108	HMVEC_dNeo	Vascular / endothelial	ENCSR000EOC	ENCLB506ZZZ	ENCBS692KAB	AG4136	LN2660	DS12929	DS12937	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Microvascular Endothelial	Neonatal	neonatal	M	Cauc/Other		Biosample protocol	Experiment protocol	PE	minElute	160	16			2009-11-12	36953153	0.4408	74545	74419
109	HMVEC_dNeo	Vascular / endothelial	ENCSR000EOC	ENCLB507ZZZ	ENCBS317AAA	AG4135	LN2662	DS12937	DS12929	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Microvascular Endothelial	Neonatal	neonatal	M	Cauc/Other		Biosample protocol	Experiment protocol	PE	minElute	160	20.2			2009-11-12	29141689	0.5858	77215	77096
110	HMVEC_dAd		ENCSR000ENX	ENCLB497ZZZ	ENCBS312AAA	AG4133	LN2667	DS12957		Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Adult Human Dermal Microvascular Endothelial Cells	Adult	26Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	31.8			2009-11-16	24751452	0.3875	54744	54650
111	hESCT0		ENCSR000EMZ	ENCLB450ZZZ	ENCBS297CQV	AG4132	LN2721	DS13133	DS11909	Embryonic		Germ	Lines	ESC	Primitive	H7 embryonic stem	Embryonic		F			Biosample protocol	Experiment protocol	PE	minElute	120	31.2			2009-11-16	22028913	0.5993	65076	64970
112	HMVEC_dLyNeo	Vascular / endothelial	ENCSR000EOB	ENCLB504ZZZ	ENCBS815MJP	AG4131	LN2724	DS13146	DS13150	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Lymphatic Microvascular Endothelial	Neonatal	neonatal	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	15.9			2009-12-11	42419362	0.5325	93936	93823
113	HMVEC_dLyNeo	Vascular / endothelial	ENCSR000EOB	ENCLB505ZZZ	ENCBS316AAA	AG4130	LN2725	DS13150	DS13146	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Lymphatic Microvascular Endothelial	Neonatal	neonatal	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	17.3			2009-12-11	247949401	0.5835	185590	185280
114	HMVEC_LLy	Vascular / endothelial	ENCSR000EOE	ENCLB510ZZZ	ENCBS319AAA	AG4129	LN2732	DS13185	DS13193	Cardiovascular	Vascular	Lung	Primary	Primary	Mesoderm	Lung Lymphatic Microvascular Endothelial	Adult	23Y	F	Hisp		Biosample protocol	Experiment protocol	PE	minElute	160	22.4			2009-12-16	246653153	0.6276	174786	174328
115	HMVEC_LLy	Vascular / endothelial	ENCSR000EOE	ENCLB511ZZZ	ENCBS776PUN	AG4128	LN2734	DS13193	DS13185	Cardiovascular	Vascular	Lung	Primary	Primary	Mesoderm	Lung Lymphatic Microvascular Endothelial	Adult	23Y	F	Hisp		Biosample protocol	Experiment protocol	PE	minElute	160	16.4			2009-12-16	29726039	0.5489	76414	76303
116	CD34		ENCSR495INQ	ENCLB262ADG	ENCBS410CRU	AG9144	LN2735	DS13196		Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	42Y	M	Cauc	RO 01562	Biosample protocol	Experiment protocol	PE	minElute	120	3.4				33396120	0.4462	68149	68064
117	CD34		ENCSR281HBB	ENCLB623PEA	ENCBS320LLR	AG9143	LN2736	DS13199		Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	49Y	M	Cauc	RO 00738	Biosample protocol	Experiment protocol	PE	minElute	120	10.1				39240055	0.3966	73549	73443
118	IMR90		ENCSR477RTP	ENCLB252NYQ	ENCBS048TNH	AG9142	LN2741	DS13219	DS13229,DS11759,DS11764	Connective		Lung	Lines	Immortalized	Mesoderm	Fibroblasts	Fetal	16W	F			Biosample protocol	Experiment protocol	PE	minElute	160	6.2			2009-12-18	226020565	0.5125	224111	223858
119	IMR90	Stromal A	ENCSR477RTP	ENCLB261DIF	ENCBS048TNH	AG9141	LN2743	DS13229	DS13219,DS11759,DS11764	Connective		Lung	Lines	Immortalized	Mesoderm	Fibroblasts	Fetal	16W	F			Biosample protocol	Experiment protocol	PE	minElute	160	10.1			2009-12-18	31797805	0.5125	84024	83965
120	HMVEC_dBlNeo	Vascular / endothelial	ENCSR000ENZ	ENCLB500ZZZ	ENCBS663WED	AG4127	LN2744	DS13233	DS13242	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Blood Microvascular Endothelial	Neonatal	neonatal	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	19.1			2009-12-21	57764763	0.495	99021	98875
121	HMVEC_dBlNeo	Vascular / endothelial	ENCSR000ENZ	ENCLB501ZZZ	ENCBS314AAA	AG4126	LN2746	DS13242	DS13233	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Blood Microvascular Endothelial	Neonatal	neonatal	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	38.4			2009-12-21	263588525	0.5929	198030	197570
122	HMVEC_dLyAd	Vascular / endothelial	ENCSR000EOA	ENCLB502ZZZ	ENCBS633QEK	AG4125	LN2749	DS13256	DS13261	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Microvascular Endothelial	Adult	56Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	12.9			2009-12-21	34367492	0.5887	83520	83400
123	HMVEC_dLyAd	Vascular / endothelial	ENCSR000EOA	ENCLB503ZZZ	ENCBS315AAA	AG4124	LN2750	DS13261	DS13256	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Microvascular Endothelial	Adult	56Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	8.3			2009-12-21	32669497	0.5582	78076	77980
124	HMVEC_dBlAd	Vascular / endothelial	ENCSR000ENY	ENCLB498ZZZ	ENCBS439XPX	AG4123	LN2766	DS13329	DS13337	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Blood Microvascular Endothelial	Adult	38Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	23			2009-12-24	42380196	0.6817	105658	105522
125	HMVEC_dBlAd	Vascular / endothelial	ENCSR000ENY	ENCLB499ZZZ	ENCBS313AAA	AG4122	LN2768	DS13337	DS13329	Cardiovascular	Vascular	Skin	Primary	Primary	Mesoderm	Dermal Blood Microvascular Endothelial	Adult	38Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	20.2			2009-12-24	219140353	0.6993	201242	200959
126	HMF	Stromal A	ENCSR000ENW	ENCLB494ZZZ	ENCBS311AAA	AG4121	LN2774	DS13363	DS13368	Connective		Mammary	Primary	Primary	Mesoderm	Mammary Fibroblasts	Adult	20Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	17	8800000	PBS+A	2010-01-04	26893174	0.781	89972	89913
127	HMF	Stromal B	ENCSR000ENW	ENCLB495ZZZ	ENCBS399FWJ	AG4120	LN2775	DS13368	DS13363	Connective		Mammary	Primary	Primary	Mesoderm	Mammary Fibroblasts	Adult	20Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	34	12570000	PBS+A	2010-01-04	266528558	0.7262	271919	271624
128	HMVEC_LBl	Vascular / endothelial	ENCSR000EOD	ENCLB508ZZZ	ENCBS318AAA	AG4119	LN2776	DS13372	DS13375	Cardiovascular	Vascular	Lung	Primary	Primary	Mesoderm	Lung Blood Microvascular Endothelial	Adult	56Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	7.7	5550000	PBS+A	2010-01-04	343583925	0.5492	196091	195833
129	HMVEC_LBl	Vascular / endothelial	ENCSR000EOD	ENCLB509ZZZ	ENCBS815TEQ	AG4118	LN2777	DS13375	DS13372	Cardiovascular	Vascular	Lung	Primary	Primary	Mesoderm	Lung Blood Microvascular Endothelial	Adult	56Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	120	6	5220000	PBS+A	2010-01-04	41660823	0.4718	90221	90108
130	HPF		ENCSR000EOJ	ENCLB519ZZZ	ENCBS024DYT	AG4117	LN2778	DS13380	DS13390	Connective		Lung	Primary	Primary	Mesoderm	Pulmonary Fibroblasts	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	120	14	19520000	PBS+A	2010-01-05	36113399	0.5944	89329	89237
131	HPF		ENCSR000EOJ	ENCLB520ZZZ	ENCBS323AAA	AG4116	LN2780	DS13390	DS13380	Connective		Lung	Primary	Primary	Mesoderm	Pulmonary Fibroblasts	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	120	11.7	21960000	PBS+A	2010-01-05	265606223	0.6301	226044	225646
132	HPAF		ENCSR000EOH	ENCLB515ZZZ	ENCBS321AAA	AG4115	LN2784	DS13411	DS13416	Connective		Pulmonary Artery	Primary	Primary	Mesoderm	Pulmonary Artery Fibroblasts	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	20.6	19840000	PBS+A	2010-01-07	217397516	0.6756	231709	231400
133	HPAF		ENCSR000EOH	ENCLB516ZZZ	ENCBS769DLJ	AG4114	LN2785	DS13416	DS13411	Connective		Pulmonary Artery	Primary	Primary	Mesoderm	Pulmonary Artery Fibroblasts	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	17.2	20500000	PBS+A	2010-01-07	26684419	0.6844	83561	83479
134	HUVEC		ENCSR000EOQ	ENCLB534ZZZ	ENCBS124GGK	AG4113	LN2799	DS13475	DS10060	Fetal Life Support		Umbilical Cord	Primary	Primary	Mesoderm	umbilical vein endothelial	Neonatal	neonatal	M	Afr-Am		Biosample protocol	Experiment protocol	PE	MinElute	240	40.8	7740000	PBS+A	2010-01-11	31537442	0.3141	57328	57215
135	HCFaa	Stromal B	ENCSR000ENI	ENCLB466ZZZ	ENCBS307AAA	AG4112	LN2800	DS13480	DS13484	Connective		Heart	Primary	Primary	Mesoderm	Cardiac Fibroblasts - adult atrial	Adult	60Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	240	38.8	10190000	PBS+A	2010-01-12	326559488	0.6249	272698	272191
136	HCFaa		ENCSR000ENI	ENCLB467ZZZ	ENCBS032BLA	AG4111	LN2801	DS13484	DS13480	Connective		Heart	Primary	Primary	Mesoderm	Cardiac Fibroblasts - adult atrial	Adult	60Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	27	15120000	PBS+A	2010-01-12	31384891	0.4991	73992	73890
137	fLung	Pulmonary devel.	ENCSR482HQE	ENCLB266QLT	ENCBS583FBB	AG9140	LN2809	DS13507		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	108D	F		H22934	Biosample protocol	Experiment protocol	PE	minElute	120	26.8	9480000	Buffer A	2010-01-15	43334529	0.5721	85617	85327
138	AoAF		ENCSR000EMC	ENCLB412ZZZ	ENCBS408ZNY	AG4110	LN2811	DS13513	DS13523	Connective		Heart	Primary	Primary	Mesoderm	Aortic Adventitial Fibroblasts	Adult	19Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	16.1	10640000	Buffer A	2010-01-19	318544889	0.6652	255542	255067
139	AoAF		ENCSR000EMC	ENCLB413ZZZ	ENCBS273AAA	AG4109	LN2813	DS13523	DS13513	Connective		Heart	Primary	Primary	Mesoderm	Aortic Adventitial Fibroblasts	Adult	19Y	F	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	20.6	10290000	Buffer A	2010-01-19	30665352	0.6966	88409	88315
140	HCT116		ENCSR000ENM	ENCLB474ZZZ	ENCBS650OZU	AG4108	LN2818	DS13547	DS13551	Digestive		Colon	Cancer	Cancer	Endoderm	Colon adenocarcinoma	Adult	U	M			Biosample protocol	Experiment protocol	PE	minElute	240	50	19700000	PBS+A	2010-01-20	30940985	0.4206	67799	67700
141	HCT116		ENCSR000ENM	ENCLB475ZZZ	ENCBS409ENC	AG4107	LN2819	DS13551	DS13547	Digestive		Colon	Cancer	Cancer	Endoderm	Colon adenocarcinoma	Adult	U	M			Biosample protocol	Experiment protocol	PE	minElute	160	33.2	15900000	Buffer A	2010-01-20	26129916	0.4612	65987	65892
142	HPdLF		ENCSR000EOI	ENCLB517ZZZ	ENCBS046DOQ	AG4106	LN2822	DS13569	DS13573	Connective		Periodontal Ligament	Primary	Primary	Mesoderm	Periodontal Ligament Fibroblasts	Child	16Y	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	43.8	10570000	PBS+A	2010-01-21	19952753	0.6063	63980	63902
143	HPdLF		ENCSR000EOI	ENCLB518ZZZ	ENCBS322AAA	AG4105	LN2823	DS13573	DS13569	Connective		Periodontal Ligament	Primary	Primary	Mesoderm	Periodontal Ligament Fibroblasts	Child	16Y	M	Cauc		Biosample protocol	Experiment protocol	PE	minElute	120	55.2	9100000	PBS+A	2010-01-21	265748820	0.6642	243398	242894
144	WERI_Rb1		ENCSR000EQL	ENCLB604ZZZ	ENCBS679NMZ	AG4104	LN2852	DS13670	DS13681	Nervous		Eye	Cancer	Cancer	Ectoderm	Retinoblastoma	Child	1Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	160	50	21360000	Buffer A	2010-01-28	43427149	0.4131	94449	94241
145	WERI_Rb1		ENCSR000EQL	ENCLB605ZZZ	ENCBS270AAA	AG4103	LN2855	DS13681	DS13670	Nervous		Eye	Cancer	Cancer	Ectoderm	Retinoblastoma	Child	1Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	240	50	21840000	Buffer A	2010-01-29	32871270	0.552	91771	91584
146	HRGEC		ENCSR000EOM	ENCLB525ZZZ	ENCBS324AAA	AG4102	LN2863	DS13705	DS13716	Renal		Kidney	Primary	Primary	Mesoderm	Human Renal Glomerular Endothelial Cells	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	160	10.4	8690000	Buffer A	2010-01-29	19306064	0.4493	54427	54333
147	HRGEC		ENCSR000EOM	ENCLB526ZZZ	ENCBS755UWJ	AG4101	LN2867	DS13716	DS13705	Renal		Kidney	Primary	Primary	Mesoderm	Human Renal Glomerular Endothelial Cells	Fetal	2nd Trimester	U			Biosample protocol	Experiment protocol	PE	minElute	240	60.8	10600000	Buffer A	2010-01-29	22034092	0.3865	39851	39724
148	HBMEC		ENCSR000ENE	ENCLB459ZZZ	ENCBS716OLQ	AG4100	LN2897	DS13806	DS13817	Cardiovascular	Vascular	Brain	Primary	Primary	Mesoderm	Human Brain Microvascular Endothelial Cells	Fetal	21W	F			Biosample protocol	Experiment protocol	PE	minElute	120	17.7	10600000	Buffer A	2010-02-05	32330219	0.4511	77230	77124
149	HBMEC		ENCSR000ENE	ENCLB460ZZZ	ENCBS304AAA	AG4099	LN2899	DS13817	DS13806	Cardiovascular	Vascular	Brain	Primary	Primary	Mesoderm	Human Brain Microvascular Endothelial Cells	Fetal	21W	F			Biosample protocol	Experiment protocol	PE	minElute	160	14.1	8250000	Buffer A	2010-02-05	35500122	0.5668	91192	91059
150	HMEC		ENCSR000ENV	ENCLB492ZZZ	ENCBS531UOE	AG4098	LN2917	DS13921	DS8680	Epithelial		Mammary	Primary	Primary	Ectoderm	mammary epithelial	Adult	50Y	F	Cauc		Biosample protocol	Experiment protocol	PE	minElute	240	17.8	11100000	Buffer A	2010-02-22	24040755	0.4572	66213	66119
151	HVMF		ENCSR000EOR	ENCLB535ZZZ	ENCBS825YFA	AG4097	LN2924	DS13977	DS13981	Connective		Placenta	Primary	Primary	Mesoderm	Villous Mesenchymal Fibroblasts	Fetal	22W	U			Biosample protocol	Experiment protocol	PE	minElute	240	17.5	17700000	PBS+A	2010-02-25	22301758	0.625	61086	60986
152	HVMF		ENCSR000EOR	ENCLB536ZZZ	ENCBS332AAA	AG4096	LN2925	DS13981	DS13977	Connective		Placenta	Primary	Primary	Mesoderm	Villous Mesenchymal Fibroblasts	Fetal	22W	U			Biosample protocol	Experiment protocol	PE	minElute	160	5.1	17700000	PBS+A	2010-02-25	249683287	0.6517	250740	250328
153	fLung	Pulmonary devel.	ENCSR318WOD	ENCLB762POS	ENCBS856LYO	AG9139	LN2926	DS13985		Respiratory		Lung	Primary	Primary	Endoderm	Lung	Fetal	103D	M		H23090	Biosample protocol	Experiment protocol	PE	minElute	120	13.4	16560000	A+Sucrose	2010-02-26	41170473	0.4474	63146	62804
154	CD34		ENCSR639ZJI	ENCLB786RJZ	ENCBS868IZQ	AG9138	LN2947	DS14040		Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	23Y	M	Cauc	RO 01525	Biosample protocol	Experiment protocol	PE	minElute	120	11.2	11380000	Buffer A		23832283	0.4714	57303	57233
155	RPTEC		ENCSR000EPW	ENCLB579ZZZ	ENCBS402ENC	AG4095	LN2954	DS14061	DS14065	Renal		Kidney	Primary	Primary	Mesoderm	Human Renal Proximal Tubule Cells	Adult	49Y	M	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	160	11.1	10850000	PBS+A	2010-03-04	22598018	0.512	57789	57698
156	RPTEC		ENCSR000EPW	ENCLB580ZZZ	ENCBS166KRI	AG4094	LN2955	DS14065	DS14061	Renal		Kidney	Primary	Primary	Mesoderm	Human Renal Proximal Tubule Cells	Adult	49Y	M	Afr-Am		Biosample protocol	Experiment protocol	PE	minElute	120	10.8	17200000	PBS+A	2010-03-04	27449371	0.5035	65065	64916
157	CD4pos_N	Lymphoid	ENCSR000EML	ENCLB427ZZZ	ENCBS119AAA	AG5629	LN2964	DS14108		Hematopoietic	T-cell	Blood	Primary	Primary	Mesoderm	CD4+ naive	Adult	26Y	M	Cauc	Wb11970640	Biosample protocol	Experiment protocol	PE	minElute	120	3.3	5130000			288101160	0.4205	91299	91014
158	CD34		ENCSR735BIM	ENCLB794TRG	ENCBS771DBI	AG9137	LN2981	DS14129		Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult	43Y	M	Cauc	RO 01517	Biosample protocol	Experiment protocol	PE	minElute	160	11.2	9540000	Buffer A		24230187	0.5112	59132	59040
159	CD34		ENCSR191EII	ENCLB323HYV	ENCBS912YBQ	AG9136	LN2999	DS14197		Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult				RO-01535	Biosample protocol	Experiment protocol	PE	minElute	160	8.1	6300000	Buffer A		24389674	0.6518	52106	52010
160	CD34		ENCSR271QSV	ENCLB336NTC	ENCBS321FUP	AG9135	LN3002	DS14206	DS12774	Hematopoietic	Progenitor	Blood	Primary	Primary	Mesoderm	CD 34+ Hematopoietic progenitor cells	Adult				RO-01492	Biosample protocol	Experiment protocol	PE	minElute	200	11.4	8130000	Buffer A		41097531	0.5938	69029	68816
